ID,year,month,week,usa,after,sales
23,2011,10,41,0,0,80032.13333
23,2011,10,42,0,0,103548.3333
23,2011,10,43,0,1,63485.73333
23,2011,10,44,0,1,36379
23,2011,10,45,0,1,55693.16667
23,2011,11,46,0,1,57479.76667
23,2011,11,47,0,1,55114.96667
23,2011,11,48,0,1,96523.1
23,2011,11,49,0,1,72323.83333
23,2011,12,50,0,1,75132.2
23,2011,12,51,0,1,64202.3
23,2011,12,52,0,1,85386.36667
23,2011,12,53,0,1,59590.83333
23,2012,1,1,0,1,27295.36667
23,2012,1,2,0,1,41624.16667
23,2012,1,3,0,1,36092.06667
23,2012,1,4,0,1,54876.23333
23,2012,1,5,0,1,50804.6
23,2012,1,6,0,1,36598.53333
23,2012,2,7,0,1,52196.53333
23,2012,2,8,0,1,38009.5
23,2012,2,9,0,1,52135.1
23,2012,2,10,0,1,39264.93333
23,2012,3,11,0,1,66774.4
23,2012,3,12,0,1,49220.9
23,2012,3,13,0,1,57355.16667
23,2012,3,14,0,1,70557.83333
23,2012,4,15,0,1,62262.6
23,2012,4,16,0,1,84058.66667
25,2011,4,16,0,0,30546.34
25,2011,4,17,0,0,23679.87
25,2011,4,18,0,0,38218.6
25,2011,5,19,0,0,32507.26333
25,2011,5,20,0,0,39170.7
25,2011,5,21,0,0,29061.17333
25,2011,5,22,0,0,32804.71
25,2011,5,23,0,0,25487.17667
25,2011,6,24,0,0,21873.51667
25,2011,6,25,0,0,37525.73333
25,2011,6,26,0,0,27683.7
25,2011,6,27,0,0,44247.13333
25,2011,7,28,0,0,17728.55333
25,2011,7,29,0,0,21175.56667
25,2011,7,30,0,0,36063.43333
25,2011,7,31,0,0,21472.71333
25,2011,8,32,0,0,25444.43333
25,2011,8,33,0,0,27601.95
25,2011,8,34,0,0,24344.54
25,2011,8,35,0,0,21158.43
25,2011,8,36,0,0,22175.30333
25,2011,9,37,0,0,42554.1
25,2011,9,38,0,0,35397.86667
25,2011,9,39,0,0,28170.71
25,2011,9,40,0,0,30354.24333
25,2011,10,41,0,0,29268.72
25,2011,10,42,0,0,50633.83333
25,2011,10,43,0,1,31731.43667
25,2011,10,44,0,1,21314.29
25,2011,10,45,0,1,25795.85333
25,2011,11,46,0,1,21132.33333
25,2011,11,47,0,1,47187.6
25,2011,11,48,0,1,52272.1
25,2011,11,49,0,1,24774.79
25,2011,12,50,0,1,38900.6
25,2011,12,51,0,1,29916.46667
25,2011,12,52,0,1,29865.15333
25,2011,12,53,0,1,23504.48667
25,2012,1,1,0,1,10935.15
25,2012,1,2,0,1,18871.22667
25,2012,1,3,0,1,14022.72667
25,2012,1,4,0,1,19949.21667
25,2012,1,5,0,1,20652.17667
25,2012,1,6,0,1,18466.61
25,2012,2,7,0,1,22620.54333
25,2012,2,8,0,1,19948.97
25,2012,2,9,0,1,22382.15667
25,2012,2,10,0,1,20506.86333
25,2012,3,11,0,1,17805.10667
25,2012,3,12,0,1,24571.77
25,2012,3,13,0,1,27395.66667
25,2012,3,14,0,1,35121.8
25,2012,4,15,0,1,20051.95
25,2012,4,16,0,1,22903.10333
27,2011,4,16,1,0,49171.36667
27,2011,4,17,1,0,45800.3
27,2011,4,18,1,0,56774.3
27,2011,5,19,1,0,54445.6
27,2011,5,20,1,0,35615.63333
27,2011,5,21,1,0,50578.26667
27,2011,5,22,1,0,65144.33333
27,2011,5,23,1,0,72961.53333
27,2011,6,24,1,0,63526.13333
27,2011,6,25,1,0,89838.66667
27,2011,6,26,1,0,77273.66667
27,2011,6,27,1,0,45110.46667
27,2011,7,28,1,0,66873.93333
27,2011,7,29,1,0,52318.93333
27,2011,7,30,1,0,64615.36667
27,2011,7,31,1,0,40260.26667
27,2011,8,32,1,0,40220.76667
27,2011,8,33,1,0,39473.03333
27,2011,8,34,1,0,24908.47667
27,2011,8,35,1,0,23840.16
27,2011,8,36,1,0,45577.83333
27,2011,9,37,1,0,72566
27,2011,9,38,1,0,65243.76667
27,2011,9,39,1,0,67052.16667
27,2011,9,40,1,0,53472.63333
27,2011,10,41,1,0,61522.86667
27,2011,10,42,1,0,82387.53333
27,2011,10,43,1,1,44394.76667
27,2011,10,44,1,1,50248.7
27,2011,10,45,1,1,48365.83333
27,2011,11,46,1,1,64209.93333
27,2011,11,47,1,1,81936.6
27,2011,11,48,1,1,64624.93333
27,2011,11,49,1,1,101720.8667
27,2011,12,50,1,1,63224.6
27,2011,12,51,1,1,73506.86667
27,2011,12,52,1,1,65958.83333
27,2011,12,53,1,1,93503
27,2012,1,1,1,1,29236.58
27,2012,1,2,1,1,49870.6
27,2012,1,3,1,1,34131.63333
27,2012,1,4,1,1,33295.29333
27,2012,1,5,1,1,30550.12667
27,2012,1,6,1,1,57233.7
